InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,is_cancellation,line_revenue,date,year_month,year,month,weekday,hour,month_label
549732,23205,CHARLOTTE BAG VINTAGE ALPHABET,10,2011-04-11 16:47:00,0.85,15615,United Kingdom,False,8.5,2011-04-11,2011-04,2011,4,Monday,16,2011-04
578707,23501,KEY RING BASEBALL BOOT UNION JACK,2,2011-11-25 11:20:00,1.25,17870,United Kingdom,False,2.5,2011-11-25,2011-11,2011,11,Friday,11,2011-11
550714,22740,POLKADOT PEN,48,2011-04-20 11:12:00,0.85,15249,United Kingdom,False,40.8,2011-04-20,2011-04,2011,4,Wednesday,11,2011-04
565461,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-09-05 09:34:00,1.65,18261,United Kingdom,False,19.8,2011-09-05,2011-09,2011,9,Monday,9,2011-09
573485,23117,POPPY FIELDS CHOPPING BOARD,2,2011-10-31 11:37:00,4.95,15752,United Kingdom,False,9.9,2011-10-31,2011-10,2011,10,Monday,11,2011-10
546778,47590B,PINK HAPPY BIRTHDAY BUNTING,2,2011-03-16 16:38:00,5.45,14572,United Kingdom,False,10.9,2011-03-16,2011-03,2011,3,Wednesday,16,2011-03
563951,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-08-22 10:42:00,2.95,16839,United Kingdom,False,17.700000000000003,2011-08-22,2011-08,2011,8,Monday,10,2011-08
546685,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-03-16 09:52:00,0.55,15687,United Kingdom,False,13.2,2011-03-16,2011-03,2011,3,Wednesday,9,2011-03
580979,23238,SET OF 4 KNICK KNACK TINS LONDON,6,2011-12-06 15:40:00,4.15,12362,Belgium,False,24.9,2011-12-06,2011-12,2011,12,Tuesday,15,2011-12
572652,23356,LOVE HOT WATER BOTTLE,3,2011-10-25 12:11:00,5.95,15805,United Kingdom,False,17.85,2011-10-25,2011-10,2011,10,Tuesday,12,2011-10
540545,22193,RED DINER WALL CLOCK,1,2011-01-09 15:35:00,8.5,13451,United Kingdom,False,8.5,2011-01-09,2011-01,2011,1,Sunday,15,2011-01
565971,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,2011-09-08 11:27:00,2.95,13571,United Kingdom,False,8.850000000000001,2011-09-08,2011-09,2011,9,Thursday,11,2011-09
561537,23342,MINT DINER WALL CLOCK,2,2011-07-28 09:58:00,8.5,13870,United Kingdom,False,17.0,2011-07-28,2011-07,2011,7,Thursday,9,2011-07
567180,22966,GINGERBREAD MAN COOKIE CUTTER,5,2011-09-18 14:56:00,1.25,17802,United Kingdom,False,6.25,2011-09-18,2011-09,2011,9,Sunday,14,2011-09
575269,22948,METAL DECORATION NAUGHTY CHILDREN,24,2011-11-09 12:08:00,0.85,17865,United Kingdom,False,20.4,2011-11-09,2011-11,2011,11,Wednesday,12,2011-11
570862,23507,MINI PLAYING CARDS BUFFALO BILL,20,2011-10-12 15:35:00,0.42,17528,United Kingdom,False,8.4,2011-10-12,2011-10,2011,10,Wednesday,15,2011-10
573153,22555,PLASTERS IN TIN STRONGMAN,48,2011-10-28 07:39:00,1.65,12678,France,False,79.19999999999999,2011-10-28,2011-10,2011,10,Friday,7,2011-10
578941,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2011-11-27 13:26:00,0.55,16024,United Kingdom,False,1.1,2011-11-27,2011-11,2011,11,Sunday,13,2011-11
542568,22175,PINK OWL SOFT TOY,12,2011-01-28 14:53:00,2.95,14215,United Kingdom,False,35.400000000000006,2011-01-28,2011-01,2011,1,Friday,14,2011-01
548468,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2011-03-31 12:28:00,2.95,14818,United Kingdom,False,2.95,2011-03-31,2011-03,2011,3,Thursday,12,2011-03
573269,23212,HEART WREATH DECORATION WITH BELL,1,2011-10-28 13:00:00,1.25,16764,United Kingdom,False,1.25,2011-10-28,2011-10,2011,10,Friday,13,2011-10
545279,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2011-03-01 11:36:00,1.65,17811,United Kingdom,False,6.6,2011-03-01,2011-03,2011,3,Tuesday,11,2011-03
548499,22988,SOLDIERS EGG CUP,2,2011-03-31 13:47:00,1.25,17075,United Kingdom,False,2.5,2011-03-31,2011-03,2011,3,Thursday,13,2011-03
562260,21936,RED RETROSPOT PICNIC BAG,10,2011-08-03 15:38:00,2.95,13408,United Kingdom,False,29.5,2011-08-03,2011-08,2011,8,Wednesday,15,2011-08
553220,23298,SPOTTY BUNTING,12,2011-05-16 09:57:00,4.95,13319,United Kingdom,False,59.400000000000006,2011-05-16,2011-05,2011,5,Monday,9,2011-05
544672,21210,SET OF 72 RETROSPOT PAPER  DOILIES,96,2011-02-22 15:45:00,1.25,14646,Netherlands,False,120.0,2011-02-22,2011-02,2011,2,Tuesday,15,2011-02
541564,21900,"KEY FOB , SHED",19,2011-01-19 11:38:00,0.65,16904,United Kingdom,False,12.35,2011-01-19,2011-01,2011,1,Wednesday,11,2011-01
548715,20684,STRAWBERRY DREAM CHILDS UMBRELLA,4,2011-04-03 15:22:00,3.25,17758,United Kingdom,False,13.0,2011-04-03,2011-04,2011,4,Sunday,15,2011-04
575129,23131,MISTLETOE HEART WREATH CREAM,6,2011-11-08 14:30:00,4.15,13110,United Kingdom,False,24.9,2011-11-08,2011-11,2011,11,Tuesday,14,2011-11
567632,40016,CHINESE DRAGON PAPER LANTERNS,156,2011-09-21 13:33:00,0.42,13946,United Kingdom,False,65.52,2011-09-21,2011-09,2011,9,Wednesday,13,2011-09
578817,20727,LUNCH BAG  BLACK SKULL.,1,2011-11-25 13:45:00,1.65,16764,United Kingdom,False,1.65,2011-11-25,2011-11,2011,11,Friday,13,2011-11
548319,22168,ORGANISER WOOD ANTIQUE WHITE,2,2011-03-30 12:48:00,8.5,14180,United Kingdom,False,17.0,2011-03-30,2011-03,2011,3,Wednesday,12,2011-03
563569,85066,CREAM SWEETHEART MINI CHEST,2,2011-08-17 14:47:00,12.75,18257,United Kingdom,False,25.5,2011-08-17,2011-08,2011,8,Wednesday,14,2011-08
573405,22561,WOODEN SCHOOL COLOURING SET,2,2011-10-30 15:55:00,1.65,13822,United Kingdom,False,3.3,2011-10-30,2011-10,2011,10,Sunday,15,2011-10
569254,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-03 11:00:00,2.95,18116,United Kingdom,False,8.850000000000001,2011-10-03,2011-10,2011,10,Monday,11,2011-10
563428,21062,PARTY INVITES SPACEMAN,12,2011-08-16 11:44:00,0.85,13159,United Kingdom,False,10.2,2011-08-16,2011-08,2011,8,Tuesday,11,2011-08
550921,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2011-04-21 14:21:00,1.45,14770,United Kingdom,False,17.4,2011-04-21,2011-04,2011,4,Thursday,14,2011-04
576076,22097,SWALLOW SQUARE TISSUE BOX,1,2011-11-13 16:18:00,0.39,14382,United Kingdom,False,0.39,2011-11-13,2011-11,2011,11,Sunday,16,2011-11
569714,16054,POPART RECT PENCIL SHARPENER ASST,36,2011-10-05 17:28:00,0.12,18033,United Kingdom,False,4.32,2011-10-05,2011-10,2011,10,Wednesday,17,2011-10
546774,21773,DECORATIVE ROSE BATHROOM BOTTLE,3,2011-03-16 15:45:00,1.25,14505,United Kingdom,False,3.75,2011-03-16,2011-03,2011,3,Wednesday,15,2011-03
551982,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-05-05 13:56:00,4.95,15023,United Kingdom,False,14.85,2011-05-05,2011-05,2011,5,Thursday,13,2011-05
566317,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-09-12 10:19:00,1.45,13375,United Kingdom,False,17.4,2011-09-12,2011-09,2011,9,Monday,10,2011-09
538832,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-12-14 13:03:00,0.85,17158,United Kingdom,False,10.2,2010-12-14,2010-12,2010,12,Tuesday,13,2010-12
575037,22209,WOOD STAMP SET HAPPY BIRTHDAY,10,2011-11-08 11:51:00,0.83,16066,United Kingdom,False,8.299999999999999,2011-11-08,2011-11,2011,11,Tuesday,11,2011-11
542898,22931,BAKING MOULD HEART WHITE CHOCOLATE,2,2011-02-01 14:01:00,2.55,16110,United Kingdom,False,5.1,2011-02-01,2011-02,2011,2,Tuesday,14,2011-02
550361,85174,S/4 CACTI CANDLES,8,2011-04-18 11:10:00,4.95,13082,United Kingdom,False,39.6,2011-04-18,2011-04,2011,4,Monday,11,2011-04
553035,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,2011-05-12 20:13:00,2.95,17337,United Kingdom,False,2.95,2011-05-12,2011-05,2011,5,Thursday,20,2011-05
555551,85132B,CHARLIE AND LOLA TABLE TINS,12,2011-06-05 13:32:00,1.95,14696,United Kingdom,False,23.4,2011-06-05,2011-06,2011,6,Sunday,13,2011-06
564197,22386,JUMBO BAG PINK POLKADOT,10,2011-08-23 17:13:00,2.08,13425,United Kingdom,False,20.8,2011-08-23,2011-08,2011,8,Tuesday,17,2011-08
561607,22768,FAMILY PHOTO FRAME CORNICE,6,2011-07-28 12:15:00,9.95,17389,United Kingdom,False,59.7,2011-07-28,2011-07,2011,7,Thursday,12,2011-07
572216,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2,2011-10-21 12:56:00,0.39,16015,United Kingdom,False,0.78,2011-10-21,2011-10,2011,10,Friday,12,2011-10
559310,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-07-07 13:33:00,1.65,15505,United Kingdom,False,16.5,2011-07-07,2011-07,2011,7,Thursday,13,2011-07
573770,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,6,2011-11-01 10:12:00,2.55,15214,United Kingdom,False,15.3,2011-11-01,2011-11,2011,11,Tuesday,10,2011-11
550817,22829,SWEETHEART WIRE WALL TIDY,2,2011-04-20 17:00:00,9.95,17946,United Kingdom,False,19.9,2011-04-20,2011-04,2011,4,Wednesday,17,2011-04
580469,85194S,HANGING SPRING FLOWER EGG SMALL,5,2011-12-04 12:32:00,0.19,14583,United Kingdom,False,0.95,2011-12-04,2011-12,2011,12,Sunday,12,2011-12
545324,48116,DOORMAT MULTICOLOUR STRIPE,1,2011-03-01 14:58:00,7.95,13110,United Kingdom,False,7.95,2011-03-01,2011-03,2011,3,Tuesday,14,2011-03
574913,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2011-11-07 16:00:00,4.95,13323,United Kingdom,False,29.700000000000003,2011-11-07,2011-11,2011,11,Monday,16,2011-11
551158,22303,COFFEE MUG APPLES DESIGN,6,2011-04-26 15:00:00,2.55,16823,United Kingdom,False,15.3,2011-04-26,2011-04,2011,4,Tuesday,15,2011-04
543977,22457,NATURAL SLATE HEART CHALKBOARD,12,2011-02-14 15:35:00,2.95,15615,United Kingdom,False,35.400000000000006,2011-02-14,2011-02,2011,2,Monday,15,2011-02
551727,84882,GREEN WIRE STANDING CANDLE HOLDER,4,2011-05-04 08:40:00,3.75,14245,United Kingdom,False,15.0,2011-05-04,2011-05,2011,5,Wednesday,8,2011-05
564846,22653,BUTTON BOX,4,2011-08-30 15:16:00,1.95,14507,United Kingdom,False,7.8,2011-08-30,2011-08,2011,8,Tuesday,15,2011-08
569833,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-10-06 12:56:00,1.45,15306,United Kingdom,False,17.4,2011-10-06,2011-10,2011,10,Thursday,12,2011-10
540968,22271,FELTCRAFT DOLL ROSIE,4,2011-01-12 13:40:00,2.95,17338,United Kingdom,False,11.8,2011-01-12,2011-01,2011,1,Wednesday,13,2011-01
557027,21896,POTTING SHED TWINE,6,2011-06-16 13:24:00,2.1,12816,Poland,False,12.6,2011-06-16,2011-06,2011,6,Thursday,13,2011-06
548703,22804,CANDLEHOLDER PINK HANGING HEART,1,2011-04-03 11:37:00,2.95,16010,United Kingdom,False,2.95,2011-04-03,2011-04,2011,4,Sunday,11,2011-04
537781,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-12-08 12:46:00,2.1,17341,United Kingdom,False,4.2,2010-12-08,2010-12,2010,12,Wednesday,12,2010-12
543507,22386,JUMBO BAG PINK POLKADOT,10,2011-02-09 10:49:00,1.95,15039,United Kingdom,False,19.5,2011-02-09,2011-02,2011,2,Wednesday,10,2011-02
579670,23082,SET 6 PAPER TABLE LANTERN HEARTS,6,2011-11-30 12:36:00,3.75,15611,United Kingdom,False,22.5,2011-11-30,2011-11,2011,11,Wednesday,12,2011-11
577504,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2011-11-20 12:36:00,0.55,14159,United Kingdom,False,1.1,2011-11-20,2011-11,2011,11,Sunday,12,2011-11
548987,22794,SWEETHEART WIRE MAGAZINE RACK,1,2011-04-05 12:50:00,7.95,14535,United Kingdom,False,7.95,2011-04-05,2011-04,2011,4,Tuesday,12,2011-04
569424,23504,PLAYING CARDS JUBILEE UNION JACK,6,2011-10-04 10:49:00,1.25,15529,United Kingdom,False,7.5,2011-10-04,2011-10,2011,10,Tuesday,10,2011-10
549831,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-04-12 13:10:00,1.25,14844,United Kingdom,False,15.0,2011-04-12,2011-04,2011,4,Tuesday,13,2011-04
550327,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-04-17 13:07:00,0.85,12878,United Kingdom,False,8.5,2011-04-17,2011-04,2011,4,Sunday,13,2011-04
567140,23355,HOT WATER BOTTLE KEEP CALM,8,2011-09-16 14:47:00,4.95,15410,United Kingdom,False,39.6,2011-09-16,2011-09,2011,9,Friday,14,2011-09
575628,22115,METAL SIGN EMPIRE TEA,1,2011-11-10 13:31:00,0.79,12844,United Kingdom,False,0.79,2011-11-10,2011-11,2011,11,Thursday,13,2011-11
565931,21407,BROWN CHECK CAT DOORSTOP,3,2011-09-08 10:35:00,4.25,12683,France,False,12.75,2011-09-08,2011-09,2011,9,Thursday,10,2011-09
550504,22755,SMALL PURPLE BABUSHKA NOTEBOOK,12,2011-04-18 15:43:00,0.85,16654,United Kingdom,False,10.2,2011-04-18,2011-04,2011,4,Monday,15,2011-04
555728,20828,GLITTER BUTTERFLY CLIPS,1,2011-06-06 16:41:00,2.55,17252,United Kingdom,False,2.55,2011-06-06,2011-06,2011,6,Monday,16,2011-06
548404,21877,HOME SWEET HOME MUG,12,2011-03-31 09:38:00,1.25,16398,United Kingdom,False,15.0,2011-03-31,2011-03,2011,3,Thursday,9,2011-03
558995,21084,SET/6 COLLAGE PAPER CUPS,24,2011-07-05 12:03:00,0.19,17671,United Kingdom,False,4.5600000000000005,2011-07-05,2011-07,2011,7,Tuesday,12,2011-07
564850,35819B,"ACRYLIC HANGING JEWEL,BLUE",10,2011-08-30 16:43:00,0.38,17298,United Kingdom,False,3.8,2011-08-30,2011-08,2011,8,Tuesday,16,2011-08
541293,20676,RED RETROSPOT BOWL,1,2011-01-17 13:39:00,1.25,15311,United Kingdom,False,1.25,2011-01-17,2011-01,2011,1,Monday,13,2011-01
559685,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-07-11 15:22:00,0.85,12599,France,False,10.2,2011-07-11,2011-07,2011,7,Monday,15,2011-07
537446,72819,CUPID DESIGN SCENTED CANDLES,6,2010-12-07 09:13:00,2.55,18055,United Kingdom,False,15.3,2010-12-07,2010-12,2010,12,Tuesday,9,2010-12
577550,23010,CIRCUS PARADE BABY GIFT SET,1,2011-11-20 15:05:00,16.95,17738,United Kingdom,False,16.95,2011-11-20,2011-11,2011,11,Sunday,15,2011-11
536392,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2010-12-01 10:29:00,165.0,13705,United Kingdom,False,165.0,2010-12-01,2010-12,2010,12,Wednesday,10,2010-12
568393,22080,RIBBON REEL POLKADOTS,10,2011-09-27 10:12:00,1.65,15754,United Kingdom,False,16.5,2011-09-27,2011-09,2011,9,Tuesday,10,2011-09
579259,47559B,TEA TIME OVEN GLOVE,10,2011-11-29 08:40:00,1.25,12451,Switzerland,False,12.5,2011-11-29,2011-11,2011,11,Tuesday,8,2011-11
540509,16161U,WRAP SUKI AND FRIENDS,25,2011-01-09 11:27:00,0.42,14800,United Kingdom,False,10.5,2011-01-09,2011-01,2011,1,Sunday,11,2011-01
549099,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-04-06 11:07:00,0.55,16241,United Kingdom,False,0.55,2011-04-06,2011-04,2011,4,Wednesday,11,2011-04
545226,21285,RETROSPOT CANDLE  MEDIUM,12,2011-03-01 09:33:00,2.1,12428,Finland,False,25.200000000000003,2011-03-01,2011-03,2011,3,Tuesday,9,2011-03
545182,17084J,LOVE POTION MASALA INCENSE,25,2011-02-28 14:48:00,0.21,14046,United Kingdom,False,5.25,2011-02-28,2011-02,2011,2,Monday,14,2011-02
549560,22917,HERB MARKER ROSEMARY,1,2011-04-10 13:26:00,0.65,15058,United Kingdom,False,0.65,2011-04-10,2011-04,2011,4,Sunday,13,2011-04
561514,22150,3 STRIPEY MICE FELTCRAFT,6,2011-07-27 15:14:00,1.95,14331,United Kingdom,False,11.7,2011-07-27,2011-07,2011,7,Wednesday,15,2011-07
562881,16161P,WRAP ENGLISH ROSE,25,2011-08-10 10:57:00,0.42,15632,United Kingdom,False,10.5,2011-08-10,2011-08,2011,8,Wednesday,10,2011-08
550835,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-04-21 10:52:00,1.65,15034,United Kingdom,False,3.3,2011-04-21,2011-04,2011,4,Thursday,10,2011-04
551524,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2011-05-01 12:35:00,1.65,16401,United Kingdom,False,39.6,2011-05-01,2011-05,2011,5,Sunday,12,2011-05
580599,23311,VINTAGE CHRISTMAS STOCKING,6,2011-12-05 11:11:00,2.55,12925,United Kingdom,False,15.3,2011-12-05,2011-12,2011,12,Monday,11,2011-12
567386,23388,WOODLAND MINI BACKPACK,4,2011-09-20 10:38:00,4.15,17863,United Kingdom,False,16.6,2011-09-20,2011-09,2011,9,Tuesday,10,2011-09
540866,21499,BLUE POLKADOT WRAP,25,2011-01-12 11:21:00,0.42,17324,United Kingdom,False,10.5,2011-01-12,2011-01,2011,1,Wednesday,11,2011-01
551250,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,24,2011-04-27 12:00:00,1.25,17841,United Kingdom,False,30.0,2011-04-27,2011-04,2011,4,Wednesday,12,2011-04
577319,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,1,2011-11-18 13:43:00,0.29,17301,United Kingdom,False,0.29,2011-11-18,2011-11,2011,11,Friday,13,2011-11
541280,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-01-17 11:57:00,1.65,15296,United Kingdom,False,19.8,2011-01-17,2011-01,2011,1,Monday,11,2011-01
580833,23210,WHITE ROCKING HORSE HAND PAINTED,2,2011-12-06 11:41:00,1.25,16764,United Kingdom,False,2.5,2011-12-06,2011-12,2011,12,Tuesday,11,2011-12
558564,22748,POPPY'S PLAYHOUSE KITCHEN,4,2011-06-30 13:45:00,2.1,14057,United Kingdom,False,8.4,2011-06-30,2011-06,2011,6,Thursday,13,2011-06
577835,21327,SKULLS WRITING SET,12,2011-11-22 10:24:00,1.65,16607,United Kingdom,False,19.8,2011-11-22,2011-11,2011,11,Tuesday,10,2011-11
564436,21172,PARTY METAL SIGN,1,2011-08-25 12:06:00,1.45,17841,United Kingdom,False,1.45,2011-08-25,2011-08,2011,8,Thursday,12,2011-08
578781,23569,TRADTIONAL ALPHABET STAMP SET,1,2011-11-25 11:54:00,4.95,15872,United Kingdom,False,4.95,2011-11-25,2011-11,2011,11,Friday,11,2011-11
546107,21244,BLUE POLKADOT PLATE,4,2011-03-09 12:33:00,1.69,17238,United Kingdom,False,6.76,2011-03-09,2011-03,2011,3,Wednesday,12,2011-03
545326,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-03-01 15:12:00,4.95,14560,United Kingdom,False,14.85,2011-03-01,2011-03,2011,3,Tuesday,15,2011-03
563619,22064,PINK DOUGHNUT TRINKET POT,12,2011-08-18 10:01:00,1.65,12839,United Kingdom,False,19.8,2011-08-18,2011-08,2011,8,Thursday,10,2011-08
536508,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,2010-12-01 12:38:00,0.55,17181,United Kingdom,False,79.2,2010-12-01,2010-12,2010,12,Wednesday,12,2010-12
569219,22600,CHRISTMAS RETROSPOT STAR WOOD,3,2011-10-02 13:01:00,0.85,13558,United Kingdom,False,2.55,2011-10-02,2011-10,2011,10,Sunday,13,2011-10
554814,20719,WOODLAND CHARLOTTE BAG,10,2011-05-26 13:34:00,0.85,16609,United Kingdom,False,8.5,2011-05-26,2011-05,2011,5,Thursday,13,2011-05
579196,22279,POCKET BAG BLUE PAISLEY RED SPOT,1,2011-11-28 15:54:00,2.46,14096,United Kingdom,False,2.46,2011-11-28,2011-11,2011,11,Monday,15,2011-11
580654,23220,REINDEER HEART DECORATION GOLD,2,2011-12-05 13:37:00,0.83,15854,United Kingdom,False,1.66,2011-12-05,2011-12,2011,12,Monday,13,2011-12
538064,21930,JUMBO STORAGE BAG SKULLS,2,2010-12-09 13:47:00,1.95,15271,United Kingdom,False,3.9,2010-12-09,2010-12,2010,12,Thursday,13,2010-12
548612,21136,PAINTED METAL PEARS ASSORTED,8,2011-04-01 11:34:00,1.69,13137,United Kingdom,False,13.52,2011-04-01,2011-04,2011,4,Friday,11,2011-04
550145,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-04-14 14:15:00,1.65,12637,France,False,19.8,2011-04-14,2011-04,2011,4,Thursday,14,2011-04
548711,21900,"KEY FOB , SHED",1,2011-04-03 14:24:00,0.65,18116,United Kingdom,False,0.65,2011-04-03,2011-04,2011,4,Sunday,14,2011-04
571682,21070,VINTAGE BILLBOARD MUG,1,2011-10-18 14:00:00,1.25,14179,United Kingdom,False,1.25,2011-10-18,2011-10,2011,10,Tuesday,14,2011-10
567164,84949,SILVER HANGING T-LIGHT HOLDER,12,2011-09-18 11:51:00,1.65,14487,United Kingdom,False,19.8,2011-09-18,2011-09,2011,9,Sunday,11,2011-09
566730,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-09-14 13:31:00,5.45,14606,United Kingdom,False,5.45,2011-09-14,2011-09,2011,9,Wednesday,13,2011-09
536412,22273,FELTCRAFT DOLL MOLLY,1,2010-12-01 11:49:00,2.95,17920,United Kingdom,False,2.95,2010-12-01,2010-12,2010,12,Wednesday,11,2010-12
565430,22908,PACK OF 20 NAPKINS RED APPLES,10,2011-09-04 13:07:00,0.85,14335,Germany,False,8.5,2011-09-04,2011-09,2011,9,Sunday,13,2011-09
541796,22859,EASTER TIN BUNNY BOUQUET,6,2011-01-21 13:55:00,1.65,14092,United Kingdom,False,9.9,2011-01-21,2011-01,2011,1,Friday,13,2011-01
544816,22991,GIRAFFE WOODEN RULER,12,2011-02-23 16:41:00,1.95,13090,United Kingdom,False,23.4,2011-02-23,2011-02,2011,2,Wednesday,16,2011-02
564378,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-08-25 10:26:00,3.75,12417,Belgium,False,15.0,2011-08-25,2011-08,2011,8,Thursday,10,2011-08
565665,22647,CERAMIC LOVE HEART MONEY BANK,6,2011-09-05 17:44:00,1.45,15856,United Kingdom,False,8.7,2011-09-05,2011-09,2011,9,Monday,17,2011-09
553727,21843,RED RETROSPOT CAKE STAND,2,2011-05-18 16:56:00,10.95,13531,United Kingdom,False,21.9,2011-05-18,2011-05,2011,5,Wednesday,16,2011-05
543550,21314,SMALL GLASS HEART TRINKET POT,8,2011-02-10 09:43:00,2.1,12601,Germany,False,16.8,2011-02-10,2011-02,2011,2,Thursday,9,2011-02
565460,21982,PACK OF 12 SUKI TISSUES,48,2011-09-05 09:24:00,0.29,16843,United Kingdom,False,13.919999999999998,2011-09-05,2011-09,2011,9,Monday,9,2011-09
571054,23511,EMBROIDERED RIBBON REEL EMILY,1,2011-10-13 13:58:00,2.08,14234,United Kingdom,False,2.08,2011-10-13,2011-10,2011,10,Thursday,13,2011-10
571281,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,8,2011-10-16 13:23:00,4.25,14088,United Kingdom,False,34.0,2011-10-16,2011-10,2011,10,Sunday,13,2011-10
565420,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-09-04 12:09:00,4.95,16326,United Kingdom,False,9.9,2011-09-04,2011-09,2011,9,Sunday,12,2011-09
562984,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,2011-08-11 11:45:00,2.95,17841,United Kingdom,False,5.9,2011-08-11,2011-08,2011,8,Thursday,11,2011-08
553741,51014L,"FEATHER PEN,LIGHT PINK",12,2011-05-19 09:37:00,0.85,12520,Germany,False,10.2,2011-05-19,2011-05,2011,5,Thursday,9,2011-05
581193,22464,HANGING METAL HEART LANTERN,1,2011-12-07 17:05:00,0.79,17097,Spain,False,0.79,2011-12-07,2011-12,2011,12,Wednesday,17,2011-12
569229,22294,HEART FILIGREE DOVE  SMALL,3,2011-10-02 14:56:00,1.25,14502,United Kingdom,False,3.75,2011-10-02,2011-10,2011,10,Sunday,14,2011-10
556183,22961,JAM MAKING SET PRINTED,12,2011-06-09 11:37:00,1.45,13134,United Kingdom,False,17.4,2011-06-09,2011-06,2011,6,Thursday,11,2011-06
573511,22727,ALARM CLOCK BAKELIKE RED,12,2011-10-31 12:25:00,3.75,12347,Iceland,False,45.0,2011-10-31,2011-10,2011,10,Monday,12,2011-10
567164,23186,FRENCH STYLE STORAGE JAR CAFE,6,2011-09-18 11:51:00,0.29,14487,United Kingdom,False,1.7399999999999998,2011-09-18,2011-09,2011,9,Sunday,11,2011-09
544644,21313,GLASS HEART T-LIGHT HOLDER,24,2011-02-22 11:46:00,0.85,17002,United Kingdom,False,20.4,2011-02-22,2011-02,2011,2,Tuesday,11,2011-02
557274,22847,BREAD BIN DINER STYLE IVORY,4,2011-06-19 11:44:00,14.95,14004,United Kingdom,False,59.8,2011-06-19,2011-06,2011,6,Sunday,11,2011-06
552328,22664,TOY TIDY DOLLY GIRL DESIGN,10,2011-05-09 10:03:00,2.1,14188,United Kingdom,False,21.0,2011-05-09,2011-05,2011,5,Monday,10,2011-05
546555,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-03-15 09:22:00,8.25,17675,United Kingdom,False,16.5,2011-03-15,2011-03,2011,3,Tuesday,9,2011-03
549550,21874,GIN AND TONIC MUG,1,2011-04-10 11:45:00,1.25,15038,United Kingdom,False,1.25,2011-04-10,2011-04,2011,4,Sunday,11,2011-04
557762,20728,LUNCH BAG CARS BLUE,10,2011-06-22 14:01:00,1.65,15810,United Kingdom,False,16.5,2011-06-22,2011-06,2011,6,Wednesday,14,2011-06
579470,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,2011-11-29 15:06:00,0.65,16549,United Kingdom,False,0.65,2011-11-29,2011-11,2011,11,Tuesday,15,2011-11
576593,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3,2011-11-15 14:48:00,1.65,15720,United Kingdom,False,4.949999999999999,2011-11-15,2011-11,2011,11,Tuesday,14,2011-11
574475,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-11-04 12:18:00,3.75,14132,United Kingdom,False,15.0,2011-11-04,2011-11,2011,11,Friday,12,2011-11
575298,23402,HOME SWEET HOME 3 PEG HANGER,1,2011-11-09 12:29:00,3.75,17841,United Kingdom,False,3.75,2011-11-09,2011-11,2011,11,Wednesday,12,2011-11
550297,22558,CLOTHES PEGS RETROSPOT PACK 24,4,2011-04-15 15:58:00,1.65,14056,United Kingdom,False,6.6,2011-04-15,2011-04,2011,4,Friday,15,2011-04
